X;Y;Z;Strati;Cutoff
550551.8105;7819406.617;-8972.69043;60;0.483214439
550551.8105;7819387.852;-8973.700195;60;0.442761262
550551.8105;7819369.078;-8973.540039;60;0.148251592
550551.8105;7819350.309;-8974.469727;60;0.921142793
550551.8105;7819331.539;-8974.589844;60;0.551073378
550551.8105;7819312.77;-8975.200195;60;0.546023392
550551.8105;7819294;-8974.700195;60;0.718757595
550551.8105;7819275.23;-8972.129883;60;0.377324525
550551.8105;7819256.457;-8963.299805;60;0.137695222
550551.8105;7819237.688;-8959.700195;60;0.956728435
550551.8105;7819218.918;-8958.769531;60;0.937864114
550551.8105;7819200.148;-8958.719727;60;0.885858492
550551.8105;7819181.379;-8960.490234;60;0.147963369
550551.8105;7819162.609;-8967.969727;60;0.443411403
550551.8105;7819143.84;-8973.230469;60;0.490277234
550551.8105;7819125.07;-8974.879883;60;0.897828649
550551.8105;7819106.301;-8976.459961;60;0.72424466
550551.8105;7819087.527;-8982.620117;60;0.599567346
550551.8105;7819068.758;-8985.870117;60;0.14640535
550551.8105;7819049.988;-8989.070313;60;0.329749514
550551.8105;7819031.219;-8995.290039;60;0.438116422
550551.8105;7819012.449;-8999.540039;60;0.184051824
550551.8105;7818993.68;-9006.25;60;0.211259075
550551.8105;7818974.91;-9011.240234;60;0.502479849
550551.8105;7818956.141;-9015.070313;60;0.171596093
550551.8105;7818937.367;-9018.80957;60;0.790930448
550551.8105;7818918.598;-9020.69043;60;0.725234831
550551.8105;7818899.828;-9023.860352;60;0.460682
550551.8105;7818881.059;-9027.230469;60;0.916335738
550551.8105;7818862.289;-9029.769531;60;0.289185639
550551.8105;7818843.52;-9030.80957;60;0.067392549
550551.8105;7818824.75;-9032.110352;60;0.723368002
550551.8105;7818805.98;-9033.459961;60;0.120634928
550551.8105;7818787.207;-9034.94043;60;0.26686064
550551.8105;7818768.438;-9035.709961;60;0.170861328
550551.8105;7818749.668;-9035.719727;60;0.425754191
550551.8105;7818730.898;-9035.450195;60;0.43501362
550551.8105;7818712.129;-9037.179688;60;0.463400514
550551.8105;7818693.359;-9039.780273;60;0.523322963
550551.8105;7818674.59;-9042.929688;60;0.52679219
550551.8105;7818655.82;-9045.349609;60;0.176022803
550551.8105;7818637.047;-9048.320313;60;0.777410924
550551.8105;7818618.281;-9051.94043;60;0.909881052
550551.8105;7818599.508;-9055.389648;60;0.635873503
550551.8105;7818580.738;-9057.709961;60;0.340747805
550551.8105;7818561.969;-9057.179688;60;0.501234192
550551.8105;7818543.199;-9056.830078;60;0.233968064
550551.8105;7818524.43;-9058.44043;60;0.321151514
550551.8105;7818505.66;-9059.870117;60;0.669398968
550551.8105;7818486.891;-9060.990234;60;0.432825198
550551.8105;7818468.117;-9063.799805;60;0.900334782
550551.8105;7818449.348;-9067.5;60;0.66938733
550551.8105;7818430.578;-9069.040039;60;0.527203949
550551.8105;7818411.809;-9068.139648;60;0.445508126
550551.8105;7818393.039;-9066.330078;60;0.949883343
550551.8105;7818374.27;-9065.879883;60;0.839871185
550551.8105;7818355.5;-9064.589844;60;0.576129791
550551.8105;7818336.73;-9062.320313;60;0.830972689
550551.8105;7818317.957;-9061.19043;60;0.284168079
550551.8105;7818299.188;-9061.75;60;0.319957756
550551.8105;7818280.418;-9062.419922;60;0.806579671
550551.8105;7818261.648;-9062.780273;60;0.176885038
550551.8105;7818242.879;-9062.910156;60;0.140608692
550551.8105;7818224.109;-9063.330078;60;0.37545628
550551.8105;7818205.34;-9063.480469;60;0.559245872
550551.8105;7818186.57;-9064.080078;60;0.468893042
550551.8105;7818167.797;-9065.240234;60;0.698912328
550551.8105;7818149.027;-9067.299805;60;0.018575192
550551.8105;7818130.258;-9067.889648;60;0.167956691
550551.8105;7818111.488;-9068.540039;60;0.645182151
550551.8105;7818092.719;-9068.19043;60;0.448671764
550551.8105;7818073.949;-9066.69043;60;0.835149808
550551.8105;7818055.18;-9065.610352;60;0.986010044
550551.8105;7818036.41;-9066.480469;60;0.652579547
550551.8105;7818017.637;-9067.400391;60;0.655077869
550551.8105;7817998.871;-9066.450195;60;0.182988181
550551.8105;7817980.098;-9067.040039;60;0.448691484
550551.8105;7817961.328;-9064.660156;60;0.189675712
550551.8105;7817942.559;-9063.889648;60;0.622931942
550551.8105;7817923.789;-9065.870117;60;0.824107601
550551.8105;7817905.02;-9067.389648;60;0.535188631
550551.8105;7817886.25;-9067.120117;60;0.568751356
550551.8105;7817867.48;-9067.379883;60;0.140291632
550551.8105;7817848.711;-9068.929688;60;0.040180816
550551.8105;7817829.938;-9069.080078;60;0.941123803
550551.8105;7817811.168;-9069.169922;60;0.83477641
550551.8105;7817792.398;-9069.370117;60;0.936606577
550551.8105;7817773.629;-9069.889648;60;0.906848974
550551.8105;7817754.859;-9070.040039;60;0.246004019
550551.8105;7817736.09;-9069.490234;60;0.96768517
550551.8105;7817717.32;-9067.160156;60;0.574934338
550551.8105;7817698.547;-9063.80957;60;0.767120655
550551.8105;7817679.777;-9060.669922;60;0.762241449
550551.8105;7817661.008;-9060.410156;60;0.912909626
550551.8105;7817642.238;-9061.089844;60;0.112259901
550551.8105;7817623.469;-9061.540039;60;0.000516525
550551.8105;7817604.699;-9061.469727;60;0.581891752
550551.8105;7817585.93;-9060.259766;60;0.998165322
550551.8105;7817567.16;-9058.509766;60;0.31684741
550551.8105;7817548.387;-9056.820313;60;0.324718199
550551.8105;7817529.617;-9054.660156;60;0.28798282
550551.8105;7817510.848;-9054.200195;60;0.999415743
550551.8105;7817492.078;-9054.660156;60;0.979745619
550551.8105;7817473.309;-9055.299805;60;0.547312579
550551.8105;7817454.539;-9055.959961;60;0.293973585
550551.8105;7817435.77;-9056.129883;60;0.225228084
550551.8105;7817417;-9056.049805;60;0.822879416
550551.8105;7817398.227;-9056.44043;60;0.264958838
550551.8105;7817379.461;-9056.55957;60;0.985157977
550551.8105;7817360.688;-9057.209961;60;0.209587613
550551.8105;7817341.918;-9057.280273;60;0.547902232
550551.8105;7817323.148;-9055.80957;60;0.994706255
550551.8105;7817304.379;-9054.049805;60;0.239152787
550551.8105;7817285.609;-9050.919922;60;0.752314494
550551.8105;7817266.84;-9048.490234;60;0.031882839
550551.8105;7817248.07;-9046.669922;60;0.924489393
550551.8105;7817229.301;-9043.610352;60;0.44282371
550551.8105;7817210.527;-9040.360352;60;0.236796582
550551.8105;7817191.758;-9038.900391;60;0.46174188
550551.8105;7817172.988;-9038.980469;60;0.057841512
550551.8105;7817154.219;-9039.769531;60;0.032602967
550551.8105;7817135.449;-9041.419922;60;0.099093521
550551.8105;7817116.68;-9042.290039;60;0.241686707
550551.8105;7817097.91;-9042.469727;60;0.806403704
550551.8105;7817079.141;-9045.820313;60;0.164728788
550551.8105;7817060.367;-9048.049805;60;0.360414666
550551.8105;7817041.598;-9050.349609;60;0.909890803
550551.8105;7817022.828;-9055.049805;60;0.642010002
550551.8105;7817004.059;-9058.959961;60;0.125749171
550551.8105;7816985.289;-9061.799805;60;0.644249919
550551.8105;7816966.52;-9065.25;60;0.378115516
550551.8105;7816947.75;-9067.870117;60;0.142623391
550551.8105;7816928.98;-9067.259766;60;0.17846235
550551.8105;7816910.207;-9061.089844;60;0.493051812
550551.8105;7816891.438;-9056.509766;60;0.155148273
550551.8105;7816872.668;-9053.55957;60;0.691781697
550551.8105;7816853.898;-9053.94043;60;0.316716425
550551.8105;7816835.129;-9057.870117;60;0.472683278
550551.8105;7816816.359;-9062.589844;60;0.394893595
550551.8105;7816797.59;-9065.990234;60;0.949255758
550551.8105;7816778.816;-9068.480469;60;0.26526893
550551.8105;7816760.051;-9068.889648;60;0.761055195
550551.8105;7816741.277;-9069.19043;60;0.399483935
550551.8105;7816722.508;-9070.55957;60;0.142058132
550551.8105;7816703.738;-9071.730469;60;0.745950284
550551.8105;7816684.969;-9071.330078;60;0.222145938
550551.8105;7816666.199;-9070.459961;60;0.948534405
550551.8105;7816647.43;-9068.639648;60;0.987195969
