X;Y;Z;Strati;Cutoff
550551.8105;7819256.457;-8767.69043;0;0.917455831
550551.8105;7819237.688;-8765.049805;0;0.505909708
550551.8105;7819218.918;-8757.19043;0;0.433238334
550551.8105;7819200.148;-8753.290039;0;0.332898532
550551.8105;7819181.379;-8753.509766;0;0.951132716
550551.8105;7819162.609;-8759.330078;0;0.046954104
550551.8105;7819143.84;-8765.19043;0;0.480157328
550551.8105;7819125.07;-8767.519531;0;0.852823238
550551.8105;7819106.301;-8768.379883;0;0.194355487
550551.8105;7819087.527;-8770.80957;0;0.156122993
550551.8105;7819068.758;-8773.339844;0;0.927924807
550551.8105;7819049.988;-8774.730469;0;0.019720223
550551.8105;7819031.219;-8778.080078;0;0.294368788
550551.8105;7819012.449;-8782.450195;0;0.333858763
550551.8105;7818993.68;-8786.620117;0;0.620814232
550551.8105;7818974.91;-8791.830078;0;0.419547522
550551.8105;7818956.141;-8794.839844;0;0.341643126
550551.8105;7818937.367;-8797.280273;0;0.39616953
550551.8105;7818918.598;-8799.620117;0;0.798420663
550551.8105;7818899.828;-8804.299805;0;0.331102761
550551.8105;7818881.059;-8806.769531;0;0.113960405
550551.8105;7818862.289;-8807.580078;0;0.45159515
550551.8105;7818843.52;-8808.55957;0;0.463649747
550551.8105;7818824.75;-8810.700195;0;0.487047754
550551.8105;7818805.98;-8811.969727;0;0.300365341
550551.8105;7818787.207;-8812.419922;0;0.049432257
550551.8105;7818768.438;-8812.679688;0;0.814124121
550551.8105;7818749.668;-8813.209961;0;0.191826636
550551.8105;7818730.898;-8813.75;0;0.772009145
550551.8105;7818712.129;-8815.459961;0;0.361090874
550551.8105;7818693.359;-8816.629883;0;0.506925178
550551.8105;7818674.59;-8818.150391;0;0.870143544
550551.8105;7818655.82;-8818.929688;0;0.227119771
550551.8105;7818637.047;-8820.179688;0;0.330682331
550551.8105;7818618.281;-8820.469727;0;0.297594319
550551.8105;7818599.508;-8819.55957;0;0.607082628
550551.8105;7818580.738;-8820.679688;0;0.355556529
550551.8105;7818561.969;-8819.44043;0;0.84225925
550551.8105;7818543.199;-8819.160156;0;0.707322346
550551.8105;7818524.43;-8821.790039;0;0.790001601
550551.8105;7818505.66;-8824.790039;0;0.160787623
550551.8105;7818486.891;-8824.19043;0;0.521932312
550551.8105;7818468.117;-8823.679688;0;0.187837153
550551.8105;7818449.348;-8825.419922;0;0.410962569
550551.8105;7818430.578;-8827.070313;0;0.839217672
550551.8105;7818411.809;-8825.980469;0;0.088874857
550551.8105;7818393.039;-8824.799805;0;0.691177619
550551.8105;7818374.27;-8825.240234;0;0.804189566
550551.8105;7818355.5;-8824.669922;0;0.595063031
550551.8105;7818336.73;-8823.740234;0;0.647420269
550551.8105;7818317.957;-8824.230469;0;0.76062
550551.8105;7818299.188;-8826.429688;0;0.924962063
550551.8105;7818280.418;-8829.400391;0;0.401489168
550551.8105;7818261.648;-8831.589844;0;0.272568662
550551.8105;7818242.879;-8833.290039;0;0.846521685
550551.8105;7818224.109;-8834.599609;0;0.103567307
550551.8105;7818205.34;-8835.200195;0;0.017929894
550551.8105;7818186.57;-8834.849609;0;0.531347902
550551.8105;7818167.797;-8834.469727;0;0.480188051
550551.8105;7818149.027;-8834.209961;0;0.978483642
550551.8105;7818130.258;-8833.19043;0;0.817963252
550551.8105;7818111.488;-8833.209961;0;0.587146385
550551.8105;7818092.719;-8833.040039;0;0.69136496
550551.8105;7818073.949;-8831.480469;0;0.556777045
550551.8105;7818055.18;-8830.290039;0;0.483499649
550551.8105;7818036.41;-8829.860352;0;0.306150347
550551.8105;7818017.637;-8829.950195;0;0.217517928
550551.8105;7817998.871;-8829.889648;0;0.961286665
550551.8105;7817980.098;-8830.320313;0;0.419798078
550551.8105;7817961.328;-8829.410156;0;0.269057078
550551.8105;7817942.559;-8829.150391;0;0.663811983
550551.8105;7817923.789;-8829.69043;0;0.461449053
550551.8105;7817905.02;-8830.280273;0;0.636866496
550551.8105;7817886.25;-8829.549805;0;0.668726392
550551.8105;7817867.48;-8829.05957;0;0.758476026
550551.8105;7817848.711;-8829.480469;0;0.087781903
550551.8105;7817829.938;-8829.94043;0;0.547487871
550551.8105;7817811.168;-8830.830078;0;0.009202657
550551.8105;7817792.398;-8831.459961;0;0.412408578
550551.8105;7817773.629;-8831.259766;0;0.081175647
550551.8105;7817754.859;-8830.719727;0;0.395053794
550551.8105;7817736.09;-8829.959961;0;0.476124159
550551.8105;7817717.32;-8828.980469;0;0.052541317
550551.8105;7817698.547;-8827.980469;0;0.838420051
550551.8105;7817679.777;-8827.19043;0;0.491839574
550551.8105;7817661.008;-8827.509766;0;0.552701318
550551.8105;7817642.238;-8828.049805;0;0.648297845
550551.8105;7817623.469;-8828.099609;0;0.722347827
550551.8105;7817604.699;-8828.160156;0;0.931801313
550551.8105;7817585.93;-8828.299805;0;0.510635142
550551.8105;7817567.16;-8828.650391;0;0.18875767
550551.8105;7817548.387;-8829.019531;0;0.798171499
550551.8105;7817529.617;-8829.019531;0;0.637166401
550551.8105;7817510.848;-8829.679688;0;0.846069036
550551.8105;7817492.078;-8829.950195;0;0.212340488
550551.8105;7817473.309;-8829.019531;0;0.981434115
550551.8105;7817454.539;-8828.740234;0;0.148817064
550551.8105;7817435.77;-8829.049805;0;0.9706068
550551.8105;7817417;-8829.509766;0;0.241525419
550551.8105;7817398.227;-8828.860352;0;0.710196558
550551.8105;7817379.461;-8826.650391;0;0.553166522
550551.8105;7817360.688;-8825.219727;0;0.254526716
550551.8105;7817341.918;-8823.820313;0;0.119824665
550551.8105;7817323.148;-8822.219727;0;0.275144185
550551.8105;7817304.379;-8822.019531;0;0.345623676
550551.8105;7817285.609;-8821.480469;0;0.5901364
550551.8105;7817266.84;-8819.860352;0;0.228394644
550551.8105;7817248.07;-8817.730469;0;0.664066103
550551.8105;7817229.301;-8813.629883;0;0.320464451
550551.8105;7817210.527;-8809.219727;0;0.391557375
550551.8105;7817191.758;-8807.620117;0;0.314406764
550551.8105;7817172.988;-8808.839844;0;0.840126839
550551.8105;7817154.219;-8811.849609;0;0.853420009
550551.8105;7817135.449;-8814.099609;0;0.254634931
550551.8105;7817116.68;-8814.480469;0;0.852418674
550551.8105;7817097.91;-8814.889648;0;0.635285956
550551.8105;7817079.141;-8816.080078;0;0.572970136
550551.8105;7817060.367;-8817.459961;0;0.172500218
550551.8105;7817041.598;-8818.820313;0;0.998055375
550551.8105;7817022.828;-8820.700195;0;0.770382725
550551.8105;7817004.059;-8824.519531;0;0.469275326
550551.8105;7816985.289;-8828.839844;0;0.385302835
550551.8105;7816966.52;-8831.089844;0;0.010040677
550551.8105;7816947.75;-8832.459961;0;0.731772772
550551.8105;7816928.98;-8833.549805;0;0.423368573
550551.8105;7816910.207;-8830.879883;0;0.400788666
