X;Y;Z;Strati;Cutoff
550551.8105;7820063.57;-9733.839844;330;0.493750708
550551.8105;7820044.801;-9738.620117;330;0.302835991
550551.8105;7820026.027;-9746.040039;330;0.279234689
550551.8105;7820007.258;-9754.480469;330;0.814303739
550551.8105;7819988.488;-9767.370117;330;0.089920858
550551.8105;7819969.719;-9796.070313;330;0.659550713
550551.8105;7819950.949;-9806.830078;330;0.866223559
550551.8105;7819932.18;-9822.480469;330;0.207411056
550551.8105;7819913.41;-9839.040039;330;0.288087513
550551.8105;7819894.641;-9923.040039;330;0.713167556
550551.8105;7819875.867;-9941.040039;330;0.462496893
550551.8105;7819857.098;-9959.040039;330;0.844112664
550551.8105;7819838.328;-10001;330;0.492894337
550551.8105;7819819.559;-10043;330;0.465539892
550551.8105;7819800.789;-10067;330;0.382727419
550551.8105;7819782.02;-10091;330;0.783867739
550551.8105;7819763.25;-10103;330;0.723276744
550551.8105;7819744.48;-10115;330;0.277424048
550551.8105;7819725.711;-10127;330;0.519770708
550551.8105;7819706.938;-10133.79981;330;0.649159817
550551.8105;7819688.168;-10137.5;330;0.193370196
550551.8105;7819669.398;-10138.29981;330;0.887927289
550551.8105;7819650.629;-10131.79981;330;0.648126135
550551.8105;7819631.859;-10127.79981;330;0.747267432
550551.8105;7819613.09;-10113.7002;330;0.91688261
550551.8105;7819594.32;-10102.29981;330;0.142954587
550551.8105;7819575.551;-10095.29981;330;0.742381019
550551.8105;7819556.777;-10077.29981;330;0.047395333
550551.8105;7819538.008;-10059.29981;330;0.001277543
550551.8105;7819519.238;-10035.29981;330;0.325261896
550551.8105;7819500.469;-10011.29981;330;0.122357343
550551.8105;7819481.699;-9951.299805;330;0.799393555
550551.8105;7819462.93;-9855.299805;330;0.591488144
550551.8105;7819444.16;-9759.299805;330;0.875557234
550551.8105;7819425.391;-9723.299805;330;0.594163686
550551.8105;7819406.617;-9699.780273;330;0.886149316
550551.8105;7819387.852;-9686.110352;330;0.753613266
550551.8105;7819369.078;-9674.509766;330;0.540698902
550551.8105;7819350.309;-9661.30957;330;0.574645226
550551.8105;7819331.539;-9632.169922;330;0.643073604
550551.8105;7819312.77;-9626;330;0.410417702
550551.8105;7819294;-9623.620117;330;0.419696878
550551.8105;7819275.23;-9619.019531;330;0.446442028
550551.8105;7819256.457;-9589.849609;330;0.090872332
550551.8105;7819237.688;-9591.330078;330;0.534085764
550551.8105;7819218.918;-9602.830078;330;0.576526469
550551.8105;7819200.148;-9608.769531;330;0.225486835
550551.8105;7819181.379;-9611.830078;330;0.121046051
550551.8105;7819162.609;-9617.830078;330;0.800004827
550551.8105;7819143.84;-9623.830078;330;0.354403777
550551.8105;7819125.07;-9631.830078;330;0.301094504
550551.8105;7819106.301;-9639.830078;330;0.317474268
550551.8105;7819087.527;-9647.830078;330;0.603707467
550551.8105;7819068.758;-9659.830078;330;0.074680177
550551.8105;7819049.988;-9671.830078;330;0.091110514
550551.8105;7819031.219;-9725.830078;330;0.885258888
550551.8105;7819012.449;-9779.830078;330;0.65953734
550551.8105;7818993.68;-9839.830078;330;0.396809812
550551.8105;7818974.91;-9899.830078;330;0.264895561
550551.8105;7818956.141;-9935.830078;330;0.267034969
550551.8105;7818937.367;-9971.830078;330;0.96221928
550551.8105;7818918.598;-10031.79981;330;0.15556554
550551.8105;7818899.828;-10091.79981;330;0.979980008
550551.8105;7818881.059;-10127.79981;330;0.328048152
550551.8105;7818862.289;-10163.79981;330;0.438338825
550551.8105;7818843.52;-10205.79981;330;0.42364664
550551.8105;7818824.75;-10247.79981;330;0.136122469
550551.8105;7818805.98;-10262.90039;330;0.940028255
550551.8105;7818787.207;-10281.79981;330;0.174140128
550551.8105;7818768.438;-10292.90039;330;0.194890032
550551.8105;7818749.668;-10303.79981;330;0.218244372
550551.8105;7818730.898;-10310.90039;330;0.442149656
550551.8105;7818712.129;-10305.90039;330;0.402756195
550551.8105;7818693.359;-10317.90039;330;0.726979599
550551.8105;7818674.59;-10329.90039;330;0.010835969
550551.8105;7818655.82;-10341.90039;330;0.908735934
550551.8105;7818637.047;-10347.90039;330;0.999402679
550551.8105;7818618.281;-10353.90039;330;0.616011929
550551.8105;7818599.508;-10359.90039;330;0.035069411
550551.8105;7818580.738;-10365.90039;330;0.546908423
550551.8105;7818561.969;-10365.90039;330;0.047632596
550551.8105;7818543.199;-10365.90039;330;0.153181525
550551.8105;7818524.43;-10365.2002;330;0.000803207
550551.8105;7818505.66;-10366.2002;330;0.246578996
550551.8105;7818486.891;-10368.79981;330;0.844386127
550551.8105;7818468.117;-10373.7002;330;0.788702666
550551.8105;7818449.348;-10372.7002;330;0.781643208
550551.8105;7818430.578;-10370;330;0.359728881
550551.8105;7818411.809;-10371.2002;330;0.861072512
550551.8105;7818393.039;-10371.79981;330;0.80641958
550551.8105;7818374.27;-10368;330;0.071802148
550551.8105;7818355.5;-10369.09961;330;0.739015054
550551.8105;7818336.73;-10372.7002;330;0.371981442
550551.8105;7818317.957;-10374.7002;330;0.437229223
550551.8105;7818299.188;-10374.40039;330;0.476622087
550551.8105;7818280.418;-10373.90039;330;0.663789508
550551.8105;7818261.648;-10372.09961;330;0.977905293
550551.8105;7818242.879;-10369;330;0.886849999
550551.8105;7818224.109;-10363.5;330;0.558128673
550551.8105;7818205.34;-10359.29981;330;0.197337815
550551.8105;7818186.57;-10353.79981;330;0.941270336
550551.8105;7818167.797;-10348.40039;330;0.478510355
550551.8105;7818149.027;-10344.09961;330;0.309103101
550551.8105;7818130.258;-10333;330;0.564181348
550551.8105;7818111.488;-10317.09961;330;0.130530413
550551.8105;7818092.719;-10307.2002;330;0.243890873
550551.8105;7818073.949;-10295.90039;330;0.267938467
550551.8105;7818055.18;-10287.79981;330;0.095259197
550551.8105;7818036.41;-10279;330;0.920680547
550551.8105;7818017.637;-10271.79981;330;0.000530271
550551.8105;7817998.871;-10244.29981;330;0.708147054
550551.8105;7817980.098;-10232.2002;330;0.082585603
550551.8105;7817961.328;-10226;330;0.252306445
550551.8105;7817942.559;-10216.7002;330;0.168417674
550551.8105;7817923.789;-10208.7002;330;0.995847096
550551.8105;7817905.02;-10203.79981;330;0.101226088
550551.8105;7817886.25;-10198;330;0.187113494
550551.8105;7817867.48;-10191.29981;330;0.377470612
550551.8105;7817848.711;-10186.29981;330;0.361213417
550551.8105;7817829.938;-10185.5;330;0.477446872
550551.8105;7817811.168;-10184.90039;330;0.666767768
550551.8105;7817792.398;-10185.7002;330;0.274942605
550551.8105;7817773.629;-10193.7002;330;0.209969162
550551.8105;7817754.859;-10206.5;330;0.205587063
550551.8105;7817736.09;-10215.09961;330;0.614840438
550551.8105;7817717.32;-10221.29981;330;0.726418801
550551.8105;7817698.547;-10239.5;330;0.512845093
550551.8105;7817679.777;-10233.09961;330;0.325783485
550551.8105;7817661.008;-10260.2002;330;0.718313561
550551.8105;7817642.238;-10272.2002;330;0.677721573
550551.8105;7817623.469;-10275.2002;330;0.565080795
550551.8105;7817604.699;-10285;330;0.69436148
550551.8105;7817585.93;-10267.7002;330;0.659796469
550551.8105;7817567.16;-10267;330;0.858046576
550551.8105;7817548.387;-10269.2002;330;0.257979116
550551.8105;7817529.617;-10271;330;0.531422471
550551.8105;7817510.848;-10271.5;330;0.545080248
550551.8105;7817492.078;-10273.7002;330;0.052779843
550551.8105;7817473.309;-10272.09961;330;0.246215523
550551.8105;7817454.539;-10271.79981;330;0.351088784
550551.8105;7817435.77;-10270;330;0.807325096
550551.8105;7817417;-10267.40039;330;0.612666141
550551.8105;7817398.227;-10265.29981;330;0.993485713
550551.8105;7817379.461;-10256.29981;330;0.622990418
550551.8105;7817360.688;-10250.59961;330;0.737745126
550551.8105;7817341.918;-10241.2002;330;0.044574451
550551.8105;7817323.148;-10228.7002;330;0.782098875
550551.8105;7817304.379;-10222.2002;330;0.090649563
550551.8105;7817285.609;-10214.29981;330;0.002431385
550551.8105;7817266.84;-10207.59961;330;0.612984321
550551.8105;7817248.07;-10204.90039;330;0.973396236
550551.8105;7817229.301;-10202.7002;330;0.123755799
550551.8105;7817210.527;-10226.7002;330;0.838895836
550551.8105;7817191.758;-10242.7002;330;0.514267222
550551.8105;7817172.988;-10258.7002;330;0.202482875
550551.8105;7817154.219;-10274.7002;330;0.08217696
550551.8105;7817135.449;-10286.7002;330;0.415873063
550551.8105;7817116.68;-10298.7002;330;0.51422819
550551.8105;7817097.91;-10294.7002;330;0.337827173
550551.8105;7817079.141;-10290.7002;330;0.407906435
550551.8105;7817060.367;-10286.7002;330;0.06561219
550551.8105;7817041.598;-10282.7002;330;0.484982782
550551.8105;7817022.828;-10278.7002;330;0.126234777
550551.8105;7817004.059;-10274.7002;330;0.043889087
550551.8105;7816985.289;-10250.7002;330;0.733770644
550551.8105;7816966.52;-10256.7002;330;0.202542821
550551.8105;7816947.75;-10262.7002;330;0.486543912
550551.8105;7816928.98;-10262.7002;330;0.958382023
550551.8105;7816910.207;-10262.7002;330;0.93669812
