Object;Region;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
Solid100_30;everywhere;JulienBendingMLS (unitless);-143.69451904296875;378.4737243652344;188.89152617307974;158.70120219262435;-62.10353546142578;4.457917642593386;81.74685516357421;177.80848846435546;260.7723693847656;311.2838897705078;329.4190673828125;332.4377899169922;336.2243347167969
Solid100_30;everywhere;GemPy (unitless);-0.09285123646259308;0.09880249202251434;-0.018204136887387968;0.05813591504405301;-0.0765602707862854;-0.07324235886335373;-0.06731141507625579;-0.05809382274746895;-0.04256630316376686;-0.013020900078117879;0.020923792012035848;0.05030243135988713;0.07342491969466208
Solid100_30;everywhere;GemPy (unitless);-0.09285123646259308;0.09880249202251434;-0.018204136887387968;0.05813591504405301;-0.0765602707862854;-0.07324235886335373;-0.06731141507625579;-0.05809382274746895;-0.04256630316376686;-0.013020900078117879;0.020923792012035848;0.05030243135988713;0.07342491969466208
ResultsBox;everywhere;SurfE_R3_Smooth100 (unitless);-158107.3125;-156347.078125;-157460.93685705742;473.5361757637763;-157956.921875;-157900.7109375;-157847.7109375;-157771.65625;-157623.734375;-157405.4140625;-157181.2578125;-156948.78125;-156717.28125
ResultsBox;everywhere;SurfE_R3_Smooth100 (unitless);-158107.3125;-156347.078125;-157460.93685705742;473.5361757637763;-157956.921875;-157900.7109375;-157847.7109375;-157771.65625;-157623.734375;-157405.4140625;-157181.2578125;-156948.78125;-156717.28125
ResultsBox;everywhere;SurfE_R3_Exact (unitless);-23326.796875;-23227.4453125;-23276.343190615462;10.021734656931347;-23287.5390625;-23287.080078125;-23285.74609375;-23282.2939453125;-23276.8818359375;-23271.0107421875;-23267.4375;-23265.189453125;-23263.8994140625
ResultsBox;everywhere;SurfE_R3_Exact (unitless);-23326.796875;-23227.4453125;-23276.343190615462;10.021734656931347;-23287.5390625;-23287.080078125;-23285.74609375;-23282.2939453125;-23276.8818359375;-23271.0107421875;-23267.4375;-23265.189453125;-23263.8994140625
ResultsBox;everywhere;SurfE_MQ1_Smooth_ALL (unitless);-10925.1123046875;-10898.767578125;-10912.207876771701;2.7039671408085253;-10915.283203125;-10914.16015625;-10913.455078125;-10912.87890625;-10912.3525390625;-10911.736328125;-10911.001953125;-10910.0966796875;-10908.794921875
ResultsBox;everywhere;SurfE_MQ1_Smooth (unitless);-158107.3125;-156347.078125;-157460.9368578308;473.53617615035125;-157956.921875;-157900.7109375;-157847.7109375;-157771.65625;-157623.734375;-157405.4140625;-157181.2578125;-156948.78125;-156717.28125
ResultsBox;everywhere;SurfE_MQ1_Smooth (unitless);-158107.3125;-156347.078125;-157460.9368578308;473.53617615035125;-157956.921875;-157900.7109375;-157847.7109375;-157771.65625;-157623.734375;-157405.4140625;-157181.2578125;-156948.78125;-156717.28125
ResultsBox;everywhere;SurfE_MQ1_Exact_ALL (unitless);124.68817901611328;131.6919403076172;127.72503687171451;1.3119029915180396;126.36951446533203;126.49614715576172;126.56762313842773;126.77755737304688;127.33867263793945;128.01006317138672;128.68779754638672;129.21096801757812;129.7092514038086
ResultsBox;everywhere;SurfE_MQ1_Exact (unitless);137.0043487548828;144.02389526367188;140.13772709312622;1.4568056824168258;138.6163787841797;138.76477813720703;138.84998321533203;139.10228729248047;139.73192596435547;140.46157836914062;141.1984634399414;141.78329467773438;142.33980560302734
ResultsBox;everywhere;SurfE_MQ1_Exact (unitless);137.0043487548828;144.02389526367188;140.13772709312622;1.4568056824168258;138.6163787841797;138.76477813720703;138.84998321533203;139.10228729248047;139.73192596435547;140.46157836914062;141.1984634399414;141.78329467773438;142.33980560302734
ResultsBox;everywhere;StructuralLab (unitless);-149.74053955078125;408.815673828125;189.74200061439504;159.31275572817944;-60.56522560119629;7.307312726974487;82.7029800415039;175.3488006591797;259.30755615234375;310.61253356933594;328.8818359375;334.2374572753906;339.6829528808594
ResultsBox;everywhere;StructuralLab (unitless);-149.74053955078125;408.815673828125;189.74200061439504;159.31275572817944;-60.56522560119629;7.307312726974487;82.7029800415039;175.3488006591797;259.30755615234375;310.61253356933594;328.8818359375;334.2374572753906;339.6829528808594
ResultsBox;everywhere;SIGMA_s13 (unitless);-129.80224609375;416.4189147949219;201.31647091799317;151.9334063919014;-40.31418800354004;26.238184928894043;105.64899444580078;196.40453338623047;272.2393341064453;315.29347229003906;330.05857849121094;335.4734191894531;341.7457733154297
ResultsBox;everywhere;SIGMA_s13 (unitless);-129.80224609375;416.4189147949219;201.31647091799317;151.9334063919014;-40.31418800354004;26.238184928894043;105.64899444580078;196.40453338623047;272.2393341064453;315.29347229003906;330.05857849121094;335.4734191894531;341.7457733154297
ResultsBox;everywhere;SIGMA_s12 (unitless);-130.33709716796875;399.9388732910156;201.16101639977825;151.52596526137262;-39.93765640258789;26.375242233276367;105.3023796081543;196.38936614990234;272.2793273925781;314.8070831298828;329.56610107421875;336.2353820800781;342.68275451660156
ResultsBox;everywhere;SIGMA_s12 (unitless);-130.33709716796875;399.9388732910156;201.16101639977825;151.52596526137262;-39.93765640258789;26.375242233276367;105.3023796081543;196.38936614990234;272.2793273925781;314.8070831298828;329.56610107421875;336.2353820800781;342.68275451660156
ResultsBox;everywhere;SIGMA_s10 (unitless);-129.7187042236328;410.32135009765625;201.22190400730324;151.7155255127336;-40.08173942565918;26.32960319519043;105.29656219482422;196.33428955078125;272.29710388183594;315.26014709472656;329.90025329589844;335.6997985839844;341.9932556152344
ResultsBox;everywhere;SIGMA_s10 (unitless);-129.7187042236328;410.32135009765625;201.22190400730324;151.7155255127336;-40.08173942565918;26.32960319519043;105.29656219482422;196.33428955078125;272.29710388183594;315.26014709472656;329.90025329589844;335.6997985839844;341.9932556152344
ResultsBox;everywhere;LoopStructural_PLI (unitless);-153.2720184326172;434.93121337890625;192.33532625864396;162.40093025638535;-63.1339054107666;7.438489675521851;85.41890335083008;177.39301300048828;260.946533203125;308.52687072753906;327.9329528808594;339.89537048339844;354.29510498046875
ResultsBox;everywhere;LoopStructural_FDI (unitless);-157.45997619628906;503.4147033691406;193.77058138019592;166.3751623127;-67.69470977783203;7.416017532348633;87.0089111328125;176.69791412353516;254.19470977783203;303.4551086425781;327.7444152832031;344.3772430419922;363.86871337890625
ResultsBox;everywhere;JulienBendingMLS_Fine (unitless);-143.47836303710938;377.6152648925781;187.10713551003278;157.34234143265797;-59.105770111083984;5.274322271347046;78.87404251098633;171.24896240234375;254.4614715576172;307.2803649902344;328.4115447998047;331.97967529296875;335.56103515625
ResultsBox;everywhere;JulienBendingMLS_Fine (unitless);-143.47836303710938;377.6152648925781;187.10713551003278;157.34234143265797;-59.105770111083984;5.274322271347046;78.87404251098633;171.24896240234375;254.4614715576172;307.2803649902344;328.4115447998047;331.97967529296875;335.56103515625
ResultsBox;everywhere;JulienBendingMLS (unitless);-143.7140350341797;378.4779052734375;189.38471603555124;157.387257300403;-58.33375549316406;7.1274659633636475;82.68683624267578;176.88597869873047;259.5700225830078;310.4776306152344;329.22557067871094;332.3006896972656;336.05516052246094
ResultsBox;everywhere;JulienBendingMLS (unitless);-143.7140350341797;378.4779052734375;189.38471603555124;157.387257300403;-58.33375549316406;7.1274659633636475;82.68683624267578;176.88597869873047;259.5700225830078;310.4776306152344;329.22557067871094;332.3006896972656;336.05516052246094
ResultsBox;everywhere;GemPy (unitless);-0.09511873126029968;0.09880537539720535;-0.018525546628596453;0.05786256014770094;-0.07666803896427155;-0.07347078993916512;-0.06748514622449875;-0.058462055400013924;-0.04239325039088726;-0.012942614499479532;0.020741944201290607;0.04921184666454792;0.07256993278861046
ResultsBox;everywhere;GemPy (unitless);-0.09511873126029968;0.09880537539720535;-0.018525546628596453;0.05786256014770094;-0.07666803896427155;-0.07347078993916512;-0.06748514622449875;-0.058462055400013924;-0.04239325039088726;-0.012942614499479532;0.020741944201290607;0.04921184666454792;0.07256993278861046
